dataset_id,dataset_name,outer_cv_split,number,value,datetime_start,datetime_complete,duration,params_n_gp_layers,params_n_gp_out,params_batch_size,params_lr,params_num_inducing,params_num_samples,params_kernel_type,user_attrs_MAX_EPOCHS,state,system_attrs_fixed_params
216.0,elevators,1.0,83.0,0.0103183211758732,2022-10-30 12:09:26.544733,2022-10-30 12:10:57.367996,0 days 00:01:30.823263,3.0,4.0,256.0,0.0017302184452028,109.0,11.0,matern1.5,9.0,COMPLETE,
216.0,elevators,1.0,84.0,0.0103000039234757,2022-10-30 12:10:57.368543,2022-10-30 12:11:47.735553,0 days 00:00:50.367010,3.0,4.0,256.0,0.0033001761737242,86.0,11.0,matern1.5,3.0,COMPLETE,
216.0,elevators,1.0,85.0,0.0103191705420613,2022-10-30 12:11:47.736081,2022-10-30 12:13:22.024942,0 days 00:01:34.288861,3.0,4.0,256.0,0.0025188575847127,74.0,13.0,matern1.5,10.0,COMPLETE,
216.0,elevators,1.0,86.0,0.0010368255316279,2022-10-30 12:13:22.025467,2022-10-30 12:18:36.910695,0 days 00:05:14.885228,2.0,3.0,256.0,0.0048465010149557,169.0,10.0,matern1.5,57.0,COMPLETE,
216.0,elevators,1.0,87.0,0.0010245248558931,2022-10-30 12:18:36.911259,2022-10-30 12:25:05.356987,0 days 00:06:28.445728,2.0,3.0,256.0,0.0050922436483586,210.0,9.0,matern0.5,69.0,COMPLETE,
216.0,elevators,1.0,88.0,0.0100518222898244,2022-10-30 12:25:05.357529,2022-10-30 12:25:41.531345,0 days 00:00:36.173816,2.0,3.0,256.0,0.0048453099419012,208.0,9.0,matern0.5,2.0,COMPLETE,
216.0,elevators,1.0,89.0,0.0102747119963169,2022-10-30 12:25:41.531875,2022-10-30 12:26:04.363062,0 days 00:00:22.831187,2.0,3.0,512.0,0.0036369874482798,146.0,10.0,matern0.5,3.0,COMPLETE,
216.0,elevators,1.0,90.0,0.0100976335816085,2022-10-30 12:26:04.363646,2022-10-30 12:26:39.240623,0 days 00:00:34.876977,2.0,3.0,256.0,0.0059714320830506,166.0,7.0,matern0.5,2.0,COMPLETE,
216.0,elevators,1.0,91.0,0.001079237088561,2022-10-30 12:26:39.241159,2022-10-30 12:32:07.910833,0 days 00:05:28.669674,2.0,3.0,256.0,0.0072886078655796,128.0,8.0,matern0.5,65.0,COMPLETE,
216.0,elevators,1.0,92.0,0.0011291299015283,2022-10-30 12:32:07.911375,2022-10-30 12:36:13.658853,0 days 00:04:05.747478,2.0,3.0,256.0,0.0086895573575055,184.0,10.0,matern0.5,44.0,COMPLETE,
216.0,elevators,1.0,93.0,0.0010765559854917,2022-10-30 12:36:13.659405,2022-10-30 12:41:41.620384,0 days 00:05:27.960979,2.0,4.0,256.0,0.0044745994777337,119.0,11.0,matern1.5,62.0,COMPLETE,
216.0,elevators,1.0,94.0,0.0102697247639298,2022-10-30 12:41:41.620931,2022-10-30 12:42:20.319306,0 days 00:00:38.698375,2.0,3.0,256.0,0.0055427213413353,214.0,12.0,matern1.5,2.0,COMPLETE,
216.0,elevators,1.0,95.0,0.010317257605493,2022-10-30 12:42:20.319870,2022-10-30 12:43:02.487249,0 days 00:00:42.167379,2.0,3.0,1024.0,0.0021716379855901,172.0,9.0,matern1.5,15.0,COMPLETE,
216.0,elevators,1.0,96.0,0.0103173260577023,2022-10-30 12:43:02.487776,2022-10-30 12:44:39.055760,0 days 00:01:36.567984,3.0,4.0,256.0,0.0027117858516771,197.0,10.0,matern1.5,8.0,COMPLETE,
216.0,elevators,1.0,97.0,0.0100523326545953,2022-10-30 12:44:39.056314,2022-10-30 12:45:16.522777,0 days 00:00:37.466463,2.0,2.0,256.0,0.0066617771376176,245.0,15.0,matern0.5,2.0,COMPLETE,
216.0,elevators,1.0,98.0,0.0019695194205269,2022-10-30 12:45:16.523347,2022-10-30 12:48:22.840147,0 days 00:03:06.316800,3.0,4.0,256.0,0.0097228094492103,135.0,9.0,rbf,26.0,COMPLETE,
216.0,elevators,1.0,99.0,0.0101920710876584,2022-10-30 12:48:22.840681,2022-10-30 12:49:02.423064,0 days 00:00:39.582383,2.0,3.0,256.0,0.0039103806010209,148.0,11.0,matern1.5,3.0,COMPLETE,
